0,1,2,3,4
94.31,0.0,0.0,0.0,0.0
89.38,95.46,0.0,0.0,0.0
90.51,91.59,95.79,0.0,0.0
89.64,88.47,93.15,95.67,0.0
88.72,90.79,89.97,93.0,95.14
