0,1,2,3,4
95.74,0.0,0.0,0.0,0.0
48.25,95.36,0.0,0.0,0.0
47.26,26.23,95.62,0.0,0.0
60.46,17.47,67.77,90.71,0.0
73.95,30.19,59.35,59.58,85.76
