0,1,2,3,4
98.87,0.0,0.0,0.0,0.0
97.99,98.76,0.0,0.0,0.0
88.66,98.09,99.1,0.0,0.0
70.58,90.26,98.44,99.17,0.0
43.09,65.58,89.62,98.11,99.02
